Compounds,Egap,Egap_fit:,Egap_type:
Gd16O24,3.6101,5.77941,insulator-indirect
Gd16O24,3.6195,5.79209,insulator-indirect
Gd16O24,3.6157,5.78696,insulator-indirect
Gd16O24,3.6159,5.78723,insulator-indirect
Gd16O24,3.6128,5.78305,insulator-indirect
Gd16O24,3.6189,5.79128,insulator-indirect
Gd16O24,3.6128,5.78305,insulator-indirect
Gd16O24,3.616,5.78737,insulator-indirect
Gd16O24,3.6151,5.78615,insulator-indirect
Gd16O24,3.6132,5.78359,insulator-indirect
Gd16O24,3.618,5.79006,insulator-indirect
Gd16O24,3.6143,5.78508,insulator-indirect
Gd16O24,3.6152,5.78629,insulator-indirect
Gd16O24,3.6119,5.78184,insulator-indirect
Gd16O24,3.6162,5.78764,insulator-indirect
Gd12I12Si4,0,0,metal
Gd6Ni12Si4,0,0,metal
Gd6O24Sb10,3.0954,5.0856,insulator-indirect
Gd6O24Sb10,3.0979,5.08897,insulator-indirect
Gd6O24Sb10,3.1009,5.09301,insulator-indirect
Gd6S8,0,0,metal
Gd6S8,0,0,metal
Gd6Se8,0,0,metal
Gd8Sb6,0,0,half-metal
Gd8Sb6,0,0,half-metal
Gd8Sb6,0,0,half-metal
Ge4I12La12,0,0,metal
Ge8,0,0,metal
Ge1,0,0,metal
Ge6La8,0,0,metal
Ge6N8,1.5553,3.00954,insulator-indirect
Ge6O24Sb8,3.2317,5.26933,insulator-indirect
Ge12O48Sr12Y8,3.1104,5.10582,insulator-direct
Ge6Pr8,0,0,metal
Ge8Li30,0,0,metal
Ge8Li30,0,0,metal
Ge8Li30,0,0,metal
Ge6Ho4Ir7,0,0,metal
Ge6Ho4Rh7,0,0,metal
Ge6Ir7Lu4,0,0,metal
Ge6Ir7Mn4,0,0,metal
Ge6Ir7Mn4,0,0,metal
Ge6Ir7Sc4,0,0,metal
Ge6Ir7Tb4,0,0,metal
Ge6Ir7Tm4,0,0,metal
Ge6Ir7Y4,0,0,metal
Ge6Ir7Yb4,0,0,metal
Ge6Ir7Yb4,0,0,metal
Ge6Lu4Os7,0,0,metal
Ge6Lu4Rh7,0,0,metal
Ge6Lu4Ru7,0,0,metal
Ge6Os7Sc4,0,0,metal
Ge6Os7U4,0,0,metal
Ge6Os7Yb4,0,0,metal
Ge6Rh7Sc4,0,0,metal
Ge6Rh7Yb4,0,0,metal
Ge6Rh7Yb4,0,0,metal
Ge6Ru7Sc4,0,0,metal
Ge6Ru7U4,0,0,metal
Ge6Tc7U4,0,0,metal
Ge14Ir6,0,0,metal
Ge4Na3Pt4,0,0,metal
Ge12La1Pt4,0,0,metal
Ge12Nd1Pt4,0,0,metal
Ge12Pr1Pt4,0,0,metal
H1,,,
H24N10Rb6,2.1076,3.75404,insulator-direct
H30Th8,0,0,metal
H30Th8,0,0,metal
H30Th8,0,0,metal
H30Th8,0,0,metal
He1,17.2832,24.2108,insulator-indirect
He1,17.42,24.3952,insulator-indirect
Hf5Re24,0,0,metal
Hf4O32Te12,3.8507,6.10374,insulator-indirect
Hf1,0,0,metal
Hf1,0,0,metal
Hf1,0,0,metal
Hf6N8,1.0245,2.29403,insulator-direct
Hf5Re24,0,0,metal
Hg24O48Te8,0.6031,1.72598,insulator-direct
Hg24O48Te8,1.1426,2.45322,insulator-direct
Hg24O48Te8,1.1426,2.45322,insulator-direct
Hg4Ni1,0,0,metal
Hg4Ni1,0,0,metal
Hg4Pt1,0,0,metal
Hg4Pt1,0,0,metal
Hg4Pt1,0,0,metal
Hg4Pt1,0,0,metal
Hg4Pt1,0,0,metal
Hg4Pt1,0,0,metal
Hg18Li12Sr34,0,0,metal
Ho1,0,0,metal
Ho16N24,0,0,half-metal
Ho16O24,3.9518,6.24003,insulator-indirect
Ho16O24,3.9492,6.23652,insulator-indirect
Ho16O24,3.9489,6.23612,insulator-indirect
Ho16O24,3.9506,6.23841,insulator-indirect
Ho16O24,3.9468,6.23329,insulator-indirect
Ho16O24,3.9447,6.23046,insulator-indirect
Ho16O24,3.9425,6.22749,insulator-indirect
Ho16O24,3.9397,6.22372,insulator-indirect
Ho16O24,3.9488,6.23598,insulator-indirect
Ho16O24,3.9502,6.23787,insulator-indirect
Ho16O24,3.9424,6.22736,insulator-indirect
Ho16O24,3.9532,6.24191,insulator-indirect
Ho16O24,3.944,6.22951,insulator-indirect
Ho16O24,3.945,6.23086,insulator-indirect
Ho16O24,3.9469,6.23342,insulator-indirect
Ho6Ni12Si4,0,0,metal
Ho8Sb6,0,0,metal
Ho8Sb6,0,0,metal
Ho5Mg24,0,0,metal
Ho8Mg12Zn61,0,0,metal
I1K1O3,0,0,metal
I12La12P4,0,0,metal
I12La12Pb4,0,0,metal
I12La12Sb4,0,0,metal
I12Pr12Pt4,0,0,metal
In16O24,1.1117,2.41157,insulator-indirect
In16O24,1.1144,2.41521,insulator-indirect
In16O24,1.1209,2.42397,insulator-indirect
In16O24,1.1144,2.41521,insulator-indirect
In16O24,1.1213,2.42451,insulator-indirect
In16O24,1.1195,2.42209,insulator-indirect
In16O24,1.1119,2.41184,insulator-indirect
In16O24,1.1213,2.42451,insulator-indirect
In16O24,1.1149,2.41589,insulator-indirect
In16O24,1.1166,2.41818,insulator-indirect
In16O24,1.1149,2.41589,insulator-indirect
In16O24,1.1161,2.4175,insulator-indirect
In16O24,1.1191,2.42155,insulator-indirect
In16O24,1.1155,2.41669,insulator-indirect
In16O24,1.1202,2.42303,insulator-indirect
In16O24,1.1201,2.42289,insulator-indirect
In12O32P8,3.1027,5.09544,insulator-direct
In5Na24O15,0,0,metal
In14Pd6,0,0,metal
In14Pt6,0,0,metal
In14Pt6,0,0,metal
In14Pt6,0,0,metal
Ir4P12,0,0,metal
Ir4P12,0,0,metal
Ir4Sb12,0,0,metal
Ir4Sb12,0,0,metal
Ir4Sb12,0,0,metal
Ir4Sb12,0,0,metal
Ir4Zn22,0,0,metal
Ir6Sb8U6,0,0,metal
Ir6Sn14,0,0,metal
Ir6Sn14,0,0,metal
Ir4Sn4Sr3,0,0,metal
Ir7Sc4Si6,0,0,metal
K1,0,0,metal
K1,0,0,metal
K1,0,0,metal
K1,0,0,metal
K1,0,0,metal
K1,0,0,metal
K4O6Pb4,1.6911,3.1926,insulator-indirect
K4O6Sn4,1.3409,2.72053,insulator-indirect
K3S4Sb1,2.1222,3.77373,insulator-indirect
K4O12Sr1U3,2.9267,4.85819,insulator-indirect
K5Pb24,0,0,metal
La1Os4P12,0,0,metal
La1Os4Sb12,0,0,metal
La1Os4Sb12,0,0,metal
La1P12Ru4,0,0,metal
La1P12Ru4,0,0,metal
La1Ru4Sb12,0,0,metal
La1,0,0,metal
La16O24,3.5256,5.66551,insulator-indirect
La16O24,3.5263,5.66645,insulator-indirect
La16O24,3.5282,5.66901,insulator-indirect
La16O24,3.5281,5.66888,insulator-indirect
La12Li20Nb8O48,3.5429,5.68883,insulator-direct
La12Li20O48Ta8,4.0647,6.39222,insulator-direct
La6S8,0,0,metal
La6S8,0,0,metal
La6S8,0,0,metal
La6S8,0,0,metal
La6S8,0,0,metal
La6S8,0,0,metal
La6S8,0,0,metal
La6Se8,0,0,metal
La6Se8,0,0,metal
La6Se8,0,0,metal
La6Se8,0,0,metal
La6Se8,0,0,metal
La6Te8,0,0,metal
La6Te8,0,0,metal
La6Te8,0,0,metal
La6Te8,0,0,metal
La6Te8,0,0,metal
La6Te8,0,0,metal
La4O19Os6,0,0,half-metal
La4O19Re6,0,0,metal
La4O19Re6,0,0,metal
La4O19Ru6,0,0,half-metal
La8Pb6,0,0,metal
La8Rh6,0,0,metal
La8Rh6,0,0,metal
La8Sb6,0,0,metal
La8Sb6,0,0,metal
La8Sb6,0,0,metal
La8Sb6,0,0,metal
La8Sb6,0,0,metal
La6Ni6P17,0,0,metal
La6P17Pd6,0,0,metal
Li1,0,0,metal
Li1,0,0,metal
Li1,0,0,metal
Li1,0,0,metal
Li1,0,0,metal
Li1,0,0,metal
Li1,0,0,metal
Li1,0,0,metal
Li8,0,0,metal
Li1,0,0,metal
Li1,0,0,metal
Li1,0,0,metal
Li1,0,0,metal
Li1,0,0,metal
Li24N16Sc8,2.1687,3.83641,insulator-indirect
Li12Nb4O16,4.0222,6.33493,insulator-direct
Li12Nb4O16,4.0161,6.3267,insulator-direct
Li12Nd12O48W8,3.2323,5.27014,insulator-direct
Li24Mg6Si8,0,0,metal
Li30Pd8,0,0,metal
Li30Pd8,0,0,metal
,,,
Li30Si8,0,0,metal
Lu1,0,0,metal
Lu16O24,4.0078,6.31551,insulator-indirect
Lu16O24,4.0102,6.31875,insulator-indirect
Mg1,0,0,metal
Mg1,0,0,metal
Mg12Mn8O48Si12,0,0,half-metal
Mg24N16,1.5097,2.94808,insulator-indirect
Mg24N16,1.5137,2.95347,insulator-indirect
Mg24N16,1.5128,2.95225,insulator-indirect
Mg24N16,1.5127,2.95212,insulator-indirect
Mg12O48Si12V8,0,0,half-metal
Mg24P16,1.6116,3.08544,insulator-direct
Mg24P16,1.6031,3.07398,insulator-direct
Mg24P16,1.6126,3.08678,insulator-direct
Mg24Sb16,1.3181,2.6898,insulator-direct
Mg4N12P6S1,4.832,7.42654,insulator-indirect
Mg4N12P6S1,4.8316,7.426,insulator-indirect
Mg4P6Rh7,0,0,metal
Mg24Tb5,0,0,metal
Mg24Y5,0,0,metal
Mg24Y5,0,0,metal
Mg24Y5,0,0,metal
Mg24Y5,0,0,metal
Mn29,0,0,metal
Mn29,0,0,metal
Mn29,0,0,metal
Mn29,0,0,metal
Mn29,0,0,metal
Mn29,0,0,metal
Mn16O24,0,0,half-metal
Mn16O24,0,0,half-metal
Mn16O24,0,0,half-metal
Mn16O24,0,0,half-metal
Mn16O24,0,0,half-metal
Mn16O24,0,0,half-metal
Mn16O24,0,0,half-metal
Mn16O24,0,0,half-metal
Mn16O24,0,0,half-metal
Mn16O24,0,0,half-metal
Mn16O24,0,0,half-metal
Mn12O48Si12V8,0,0,half-metal
Mn20O48Si12,0,0,half-metal
Mn20O48Si12,0,0,half-metal
Mn20O48Si12,0,0,half-metal
Mn7Na1O12,0,0,half-metal
Mn7Na1O12,0,0,half-metal
Mn7O12Pb1,0,0,half-metal
Mn28Yb1,0,0,metal
Mo1,0,0,metal
Mo1,0,0,metal
Mo1,0,0,metal
Mo1,0,0,metal
Mo1,0,0,metal
Mo1,0,0,metal
Mo1,0,0,metal
Mo1,0,0,metal
Mo1,0,0,metal
Mo1,0,0,metal
Mo1,0,0,metal
Mo1,0,0,metal
Mo1,0,0,metal
Mo1,0,0,metal
Mo1,0,0,metal
Mo1,0,0,metal
Mo6Sb14,0,0,metal
Mo6Sb14,0,0,half-metal
Mo6Sb14,0,0,half-metal
Mo6Sb14,0,0,half-metal
Mo6Sb14,0,0,half-metal
Mo6Sb14,0,0,half-metal
Mo6Sb14,0,0,half-metal
Mo6Sb14,0,0,metal
Mo6Sb14,0,0,half-metal
Mo5Re24,0,0,metal
N4,3.971,6.26591,insulator-indirect
N6O12,2.8262,4.72272,insulator-direct
N6O12,0.995,2.25426,insulator-indirect_spin-polarized
N6O12,2.8821,4.79807,insulator-direct
N6O12,2.8109,4.70209,insulator-direct
N6O12,2.8047,4.69374,insulator-direct
N6O12,2.8247,4.7207,insulator-direct_spin-polarized
N16Zn24,0.5708,1.68244,insulator-direct
N10,0,0,metal
N12Rh4,0,0,metal
N12Rh4,0,0,metal
N24Tb16,0,0,half-metal
N24U16,0,0,half-metal
N24U16,0,0,half-metal
N24U16,0,0,half-metal
N8Si6,4.0348,6.35191,insulator-indirect
N8Zr6,0.6969,1.85242,insulator-direct
N12P6S1Zn4,4.5708,7.07444,insulator-indirect
N12O1P6Zn4,3.438,5.54742,insulator-indirect
Na1,0,0,metal
Na1,0,0,metal
Na8,0,0,metal
Na1,0,0,metal
Na1,0,0,metal
Na12O12Sb4,3.0878,5.07535,insulator-indirect
Na3S4Sb1,1.9199,3.50103,insulator-indirect
Na3Sb1Se4,0.9729,2.22447,insulator-direct
Na24O16Pb4,1.4833,2.91249,insulator-direct
Na10Sn12Sr1,0.6649,1.80929,insulator-indirect
Na10Sn12Yb1,0.6786,1.82775,insulator-indirect
Na30Pb8,0,0,metal
Na30Pb8,0,0,metal
Na30Pb8,0,0,metal
Na30Pb8,0,0,metal
Na30Sn8,0,0,metal
Nb1S4Tl3,2.4822,4.25901,insulator-indirect
Nb1Se4Tl3,2.1922,3.86809,insulator-indirect
Nb1,0,0,metal
Nb1,0,0,metal
Nb1,0,0,metal
Nb1,0,0,metal
Nb1,0,0,metal
Nb1,0,0,metal
Nb1,0,0,metal
Nb1,0,0,metal
Nb1,0,0,metal
Nb1,0,0,metal
Nb1,0,0,metal
Nb1,0,0,metal
Nb1,0,0,metal
Nb1,0,0,metal
Nb1,0,0,metal
Nb1,0,0,metal
Nb1,0,0,metal
Nb1,0,0,metal
Nb6Sb4Te10,0.8039,1.99666,insulator-indirect
Nd1Os4P12,0,0,metal
Nd1Os4Sb12,0,0,metal
Nd1Os4Sb12,0,0,metal
Nd1Os4Sb12,0,0,metal
Nd1Os4Sb12,0,0,metal
Nd1P12Ru4,0,0,metal
Nd1Ru4Sb12,0,0,metal
Nd1,0,0,metal
Nd1,0,0,metal
Nd16O24,3.403,5.50024,insulator-indirect
Nd16O24,3.4163,5.51817,insulator-indirect
Nd16O24,3.3963,5.49121,insulator-indirect
Nd6Ni12Si4,0,0,metal
Nd6O24Sb10,3.1023,5.0949,insulator-indirect
Nd6O24Sb10,3.1204,5.1193,insulator-indirect
Nd6S8,0,0,metal
Nd6S8,0,0,metal
Nd6S8,0,0,metal
Nd6Se8,0,0,metal
Nd6Te8,0,0,metal
Nd6Te8,0,0,metal
Nd6Te8,0,0,metal
Nd6Te8,0,0,metal
Nd4O19Os6,0,0,half-metal
Nd8Sb6,0,0,half-metal
Nd8Sb6,0,0,metal
Ni4P12,0,0,metal
Ni4P12,0,0,metal
Ni1,0,0,metal
Ni4Zn22,0,0,metal
Ni4Zn22,0,0,metal
Ni6Pb4S4,0,0,metal
Ni6Sb8U6,0.3442,1.37698,insulator-indirect
Ni6Sb8U6,0.346,1.37941,insulator-indirect
Ni6Sb8U6,0.3447,1.37766,insulator-indirect
Ni6Sb8Zr6,0.2843,1.29624,insulator-indirect
Ni6Sn8Th6,0,0,metal
Ni6Sn8U6,0,0,metal
Ni6Sn8U6,0,0,metal
Ni6Sn8U6,0,0,metal
Ni6P17Pr6,0,0,metal
Ni6Pb1Y12,0,0,metal
Ni12Pr6Si4,0,0,metal
Ni12Si4Tb6,0,0,metal
Ni12Si4Yb6,0,0,metal
O4Ta8,0,0,metal
O24Si12,0,0,metal
O24Si12,4.5555,7.05381,insulator-indirect
O48Si24,4.3006,6.71021,insulator-indirect
O24Si12,5.656,8.53729,insulator-indirect
O16Si8,5.594,8.45371,insulator-indirect
O12Si6,5.4777,8.29694,insulator-direct
O24Pm16,0,0,half-metal
O24Pr16,2.8711,4.78324,insulator-direct
O24Pr16,2.8736,4.78661,insulator-indirect
O24Pr16,2.9113,4.83743,insulator-indirect
O24Pr16,2.8468,4.75049,insulator-direct
O24Pu16,0,0,half-metal
O12Rb8,0,0,half-metal
O12Re4,0,0,metal
O12Re4,0,0,metal
O12Re4,0,0,metal
O12Re4,0,0,metal
O12Re4,0,0,metal
O12Re4,0,0,metal
O12Re4,0,0,metal
O12Re4,0,0,metal
O12Re4,0,0,metal
O12Re4,0,0,metal
O12Re4,0,0,metal
O12Re4,0,0,metal
O12Re4,0,0,metal
O12Re4,0,0,metal
O12Re4,0,0,metal
O12Re4,0,0,metal
O12Re4,0,0,metal
O12Re4,0,0,metal
O24Sc16,4.276,6.67705,insulator-direct
O24Sc16,4.2768,6.67813,insulator-direct
O24Sc16,4.2746,6.67516,insulator-direct
O24Sc16,4.2751,6.67583,insulator-direct
O24Sc16,4.2765,6.67772,insulator-direct
O24Sc16,4.2785,6.68042,insulator-direct
O24Sc16,4.2743,6.67476,insulator-direct
O24Sc16,4.275,6.6757,insulator-direct
O24Sc16,4.2768,6.67813,insulator-direct
O24Sc16,4.2758,6.67678,insulator-direct
O24Sc16,4.2734,6.67354,insulator-direct
O24Sc16,4.2781,6.67988,insulator-direct
O24Sc16,4.2751,6.67583,insulator-direct
O24Tb16,3.9046,6.1764,insulator-indirect
O24Tb16,3.9041,6.17573,insulator-indirect
O24Tb16,3.902,6.1729,insulator-indirect
O24Tb16,3.8995,6.16953,insulator-indirect
O24Tb16,3.9039,6.17546,insulator-indirect
O24Tb16,3.903,6.17424,insulator-indirect
O24Tb16,3.8996,6.16966,insulator-indirect
O24Tl16,0,0,metal
O24Tl16,0,0,metal
O24Tl16,0,0,metal
O24Tl16,0,0,metal
O24Tl16,0,0,metal
O24Tl16,0,0,metal
O24Tl16,0,0,metal
O48V32,0,0,metal
O24Y16,4.055,6.37914,insulator-indirect
O24Y16,4.0607,6.38682,insulator-indirect
O24Y16,4.0608,6.38696,insulator-indirect
O24Y16,4.0551,6.37927,insulator-indirect
O24Y16,4.0561,6.38062,insulator-indirect
O24Y16,4.0563,6.38089,insulator-indirect
O24Y16,4.0607,6.38682,insulator-indirect
O24Y16,4.0543,6.3782,insulator-indirect
O24Y16,4.0605,6.38655,insulator-indirect
O24Y16,4.0567,6.38143,insulator-indirect
O24Y16,4.0593,6.38494,insulator-indirect
O24Y16,4.0602,6.38615,insulator-indirect
O24Y16,4.0583,6.38359,insulator-indirect
O24Y16,4.0596,6.38534,insulator-indirect
O24Y16,4.0564,6.38103,insulator-indirect
O24Y16,4.0627,6.38952,insulator-indirect
O24Y16,4.0595,6.38521,insulator-indirect
O24Y16,4.0596,6.38534,insulator-indirect
O24Y16,4.0552,6.37941,insulator-indirect
O24Y16,4.0558,6.38022,insulator-indirect
O24Y16,4.0521,6.37523,insulator-indirect
O24Y16,4.0554,6.37968,insulator-indirect
O24Y16,4.0626,6.38938,insulator-indirect
O24Y16,4.0618,6.38831,insulator-indirect
O24Y16,4.0587,6.38413,insulator-indirect
O24Y16,4.0531,6.37658,insulator-indirect
O24Y16,4.0531,6.37658,insulator-indirect
O24Y16,4.0597,6.38548,insulator-indirect
O24Y16,4.0574,6.38238,insulator-indirect
O24Y16,4.0591,6.38467,insulator-indirect
O24Y16,4.0625,6.38925,insulator-indirect
O24Y16,4.0576,6.38264,insulator-indirect
O24Yb16,0.4048,1.45867,insulator-indirect
O24Yb16,0.3945,1.44479,insulator-indirect
O24Yb16,0.4022,1.45517,insulator-indirect
O24Yb16,0.3956,1.44627,insulator-indirect
O24Yb16,0.3939,1.44398,insulator-indirect
O24Yb16,0.4062,1.46056,insulator-indirect
O24Yb16,0.4049,1.45881,insulator-indirect
O24Yb16,0.4025,1.45557,insulator-indirect
O24Yb16,0.4014,1.45409,insulator-indirect
O24Yb16,0.4062,1.46056,insulator-indirect
O24Yb16,0.4065,1.46096,insulator-indirect
O24Yb16,0.404,1.45759,insulator-indirect
O24Yb16,0.3943,1.44452,insulator-indirect
O24Yb16,0.3937,1.44371,insulator-indirect
O24Yb16,0.4049,1.45881,insulator-indirect
O24Yb16,0.4046,1.4584,insulator-indirect
O24Yb16,0.4123,1.46878,insulator-indirect
O4Pt3,0,0,metal
O4Pt3,0,0,metal
O12Rb8,0,0,half-metal
O12Rb8,0,0,half-metal
O12Rb8,0,0,half-metal
O32Sn4Te12,2.591,4.40567,insulator-direct
O32Te12Ti4,3.0733,5.05581,insulator-indirect
O32Te12Ti4,3.0641,5.04341,insulator-indirect
O32Te12Zr4,3.6494,5.83239,insulator-direct
O32Te12Zr4,3.6742,5.86582,insulator-indirect
O72P24Sc8,5.5671,8.41745,insulator-indirect
O24Pr6Sb10,0.0355,0.960854,insulator-indirect
O24Pr6Sb10,0,0,half-metal
O24Sb10Yb6,0,0,half-metal
O24Sb10Yb6,0,0,half-metal
O24Sb10Yb6,0,0,half-metal
O72P24Sc8,5.5653,8.41502,insulator-indirect
Os6Sn14,0,0,metal
Os6Sn14,0,0,metal
Os4P12Pr1,0,0,metal
Os4Pr1Sb12,0,0,metal
Os4Pr1Sb12,0,0,metal
Os4Pr1Sb12,0,0,metal
Os4Pr1Sb12,0,0,metal
Os4Pr1Sb12,0,0,metal
Os4Pr1Sb12,0,0,metal
Os4Pr1Sb12,0,0,metal
Os4Pr1Sb12,0,0,metal
Os4Pr1Sb12,0,0,metal
Os4Pr1Sb12,0,0,metal
Os4Pr1Sb12,0,0,metal
Os4Pr1Sb12,0,0,metal
Os4Pr1Sb12,0,0,metal
Os4Pr1Sb12,0,0,metal
Os4Pr1Sb12,0,0,metal
Os4Sb12Sr1,0,0,metal
P16Zn24,0.6706,1.81697,insulator-direct
P12Pd4,0,0,metal
P12Rh4,0,0,metal
P12Rh4,0,0,metal
P12Rh4,0,0,metal
P12Rh4,0,0,metal
P6Ti8,0,0,metal
P8Pa6,0,0,metal
P8Pa6,0,0,metal
P32S72,2.7163,4.57457,insulator-indirect
P8Th6,0.1344,1.09417,insulator-indirect
P8Th6,0.1328,1.09201,insulator-indirect
P8Th6,0.1335,1.09296,insulator-indirect
P8U6,0,0,half-metal
P8U6,0,0,half-metal
P8U6,0,0,half-metal
P12Pr1Ru4,0,0,metal
P12Pr1Ru4,0,0,metal
P12Pr1Ru4,0,0,metal
P12Ru4Tb1,0,0,metal
P12Ru4Th1,0,0,metal
Pa6Sb8,0,0,metal
Pb1,0,0,metal
Pb4Pd6S4,0,0,metal
Pd6Sb8U6,0,0,metal
Pd16S7,0,0,metal
Pd16S7,0,0,metal
Pd16S7,0,0,metal
Pr1Ru4Sb12,0,0,metal
Pr1,0,0,metal
Pr1,0,0,metal
Pr6Pt6Sb8,0,0,metal
Pr6S8,0,0,half-metal
Pr6S8,0,0,metal
Pr6S8,0,0,metal
Pr6Se8,0,0,half-metal
Pr6Se8,0,0,half-metal
Pr6Se8,0,0,half-metal
Pr6Te8,0,0,metal
Pr6Te8,0,0,half-metal
Pr8Sb6,0,0,half-metal
Pt6Sb8U6,0.4585,1.53106,insulator-indirect_spin-polarized
Pt6Sn8U6,0,0,metal
Pu1,0,0,metal
Pu1,0,0,metal
Rb1,0,0,metal
Rb1,0,0,metal
Rb1,0,0,metal
Rb1,0,0,metal
Rb1,0,0,metal
Re24Ti5,0,0,metal
Re24Zr5,0,0,metal
Re7Si6U4,0,0,metal
Re24Sc5,0,0,metal
Re24Ti5,0,0,metal
Re24Ti5,0,0,metal
Re24Zr5,0,0,metal
Re24Zr5,0,0,metal
Rh4Sb12,0,0,metal
Rh4Sb12,0,0,metal
Rh4Sb12,0,0,metal
Rh4Zn22,0,0,metal
Rh6Sb8U6,0,0,metal
Rh6Sb8U6,0,0,metal
Rh7Sb6Yb4,0,0,metal
Rh7Sb6Yb4,0,0,metal
Ru6Sn14,0,0,metal
Ru6Sn14,0,0,metal
Ru6Sn14,0,0,metal
Ru4Sb12Sr1,0,0,metal
S24Yb16,0,0,metal
S24Yb16,0,0,metal
S8Sm6,0,0,half-metal
S8Sm6,0,0,half-metal
S4Ta1Tl3,2.5452,4.34393,insulator-indirect
S4Ta1Tl3,2.5451,4.34379,insulator-indirect
S4Ta1Tl3,2.5452,4.34393,insulator-indirect
S4Tl3V1,2.1102,3.75755,insulator-direct
S4Tl3V1,2.1023,3.7469,insulator-direct
S4Tl3V1,2.1133,3.76173,insulator-direct
S4Tl3V1,2.1015,3.74582,insulator-direct
S4Tl3V1,2.1014,3.74569,insulator-direct
S4Tl3V1,2.1015,3.74582,insulator-direct
Sb1,0,0,metal
Sb6Tl21,0,0,metal
Sb6Tl21,0,0,metal
Sb6Sm8,0,0,half-metal
Sb6Tb8,0,0,metal
Sb6Tb8,0,0,metal
Sb6Y8,0,0,metal
Sb6Yb8,0,0,metal
Sb6Yb8,0,0,metal
Sb6Yb8,0,0,metal
Sb8Th6,0,0,metal
Sb8Th6,0,0,metal
Sb8U6,0,0,metal
Sb8U6,0,0,metal
Sb8U6,0,0,metal
Sb8U6,0,0,metal
Sc12Zn68,0,0,metal
Sc12Zn68,0,0,metal
Se1,0,0,metal
Se1,0,0,metal
Se8Sm6,0,0,half-metal
Se8Sm6,0,0,half-metal
Se4Ta1Tl3,2.2639,3.96474,insulator-indirect
Se4Ta1Tl3,2.2642,3.96514,insulator-indirect
Se4Ta1Tl3,2.2589,3.958,insulator-indirect
Se8Tb6,0,0,metal
Se4Tl3V1,1.7073,3.21444,insulator-indirect
Se4Tl3V1,1.7051,3.21147,insulator-indirect
Se8U6,0,0,metal
Se8U6,0,0,metal
Se8U6,0,0,metal
Se8U6,0,0,metal
Si1V3,0,0,metal
Si1W3,0,0,metal
Si8,0,0,metal
Si8,0,0,metal
Si8,0,0,metal
Si6,0.1466,1.11062,insulator-indirect
Si41,1.1937,2.52211,insulator-indirect
Si8,0,0,metal
Si6Tc7U4,0,0,metal
Sm6Te8,0,0,half-metal
Sm16Sn12,0,0,metal
Sn1,0,0,metal
Sr1,0,0,metal
Sr1,0,0,metal
Sr1,0,0,metal
Sr1,0,0,metal
Ta1,0,0,metal
Ta1,0,0,metal
Ta1,0,0,metal
Ta1,0,0,metal
Ta1,0,0,metal
Ta1,0,0,metal
Ta1,0,0,metal
Ta1,0,0,metal
Ta1,0,0,metal
Ta1,0,0,metal
Ta1,0,0,metal
Tb1,0,0,metal
Te8U6,0,0,metal
Te8U6,0,0,metal
Te8U6,0,0,metal
Te8U6,0,0,metal
Th1,0,0,metal
Ti1,0,0,metal
Ti1,0,0,metal
Ti1,0,0,metal
Ti1,0,0,metal
Ti1,0,0,metal
Tl1,0,0,metal
Tl1,0,0,metal
U1,0,0,metal
U1,0,0,metal
U1,0,0,metal
U1,0,0,metal
U1,0,0,metal
V1,0,0,metal
V1,0,0,metal
V1,0,0,metal
V1,0,0,metal
V1,0,0,metal
V1,0,0,metal
V1,0,0,metal
V1,0,0,metal
V1,0,0,metal
V1,0,0,metal
V1,0,0,metal
V1,0,0,metal
V1,0,0,metal
V1,0,0,metal
V1,0,0,metal
V1,0,0,metal
V1,0,0,metal
V1,0,0,metal
V1,0,0,metal
V1,0,0,metal
W1,0,0,metal
W1,0,0,metal
W1,0,0,metal
W1,0,0,metal
W1,0,0,metal
W1,0,0,metal
W1,0,0,metal
W1,0,0,metal
W1,0,0,metal
W1,0,0,metal
W1,0,0,metal
W1,0,0,metal
W1,0,0,metal
W1,0,0,metal
Yb1,0,0,metal
Yb1,0,0,metal
Yb12Zn68,0,0,metal
Zr1,0,0,metal
Zr1,0,0,metal
Zr1,0,0,metal
Zr1,0,0,metal
